Measured force F_X / N,Measured force F_Y / N,Measured force in axial direction F_Z / N,Measured moment/torque M_A / Nm,Measured moment/torque M_B / Nm,Measured moment/torque M_C / Nm,Actual TCP position X / mm,Actual TCP position Y / mm,Actual TCP position Z / mm,Actual TCP orientation A / °,Actual TCP orientation B / °,Actual TCP orientation C / °,Setpoint feed velocity Soll_v_f / mm/min,Actual feed velocity v_f / mm/min,Setpoint spindle speed Soll_n_sp / rpm,Actual spindle speed n_sp / rpm,Measured spindle torque M_sp / Nm,Measured spindle current I_sp / A,Setpoint force in axial direction Soll_F_Z / N,Measured current axis 1 I_a1 / A,Measured current axis 2 I_a2 / A,Measured current axis 3 I_a3 / A,Measured current axis 4 I_a4 / A,Measured current axis 5 I_a5 / A,Measured current axis 6 I_a6 / A,Measured moment/torque axis1 M_a1 / Nm,Measured moment/torque axis2 M_a2 / Nm,Measured moment/torque axis3 M_a3 / Nm,Measured moment/torque axis4 M_a4 / Nm,Measured moment/torque axis5 M_a5 / Nm,Measured moment/torque axis6 M_a6 / Nm
72.0,-248.0,7021.0,-4.065,-11.664,-4.481,626.656,2297.06,-145.797,-89.99,0.46,-0.93,1500,57.363,0,3200.893,-75325.74,10.509,0,-2.627,20.05,1.627,2.095,0.604,4.313,1491.238,11338.36,768.624,-260.111,82.867,333.057
69.0,-243.0,7027.0,-10.647,-3.679,-4.386,626.657,2297.066,-145.812,-89.99,0.47,-0.97,1500,58.36,0,3200.684,-76586.64,10.684,0,-2.611,19.2,1.415,2.004,0.657,4.054,1482.103,10858.02,668.638,-248.804,90.133,313.062
74.0,-249.0,7041.0,-6.562,-4.378,-4.059,626.659,2297.069,-145.821,-89.99,0.49,-1.0,1500,59.354,0,3200.15,-75541.46,10.539,0,-2.436,19.69,1.631,2.119,0.654,4.155,1382.63,11134.59,770.596,-263.011,89.806,320.868
62.0,-260.0,7103.0,-7.587,-8.611,-4.449,626.66,2297.075,-145.832,-89.99,0.51,-1.04,1500,60.346,0,3200.321,-74307.91,10.367,0,-2.347,19.528,1.683,1.918,0.561,4.237,1332.218,11043.41,795.381,-238.089,76.976,327.202
67.0,-253.0,7087.0,-12.38,-4.068,-4.665,626.661,2297.086,-145.84,-89.99,0.53,-1.07,1500,61.335,0,3199.94,-77255.07,10.778,0,-2.467,20.155,1.783,1.876,0.581,4.087,1400.224,11398.02,842.417,-232.939,79.791,315.603
72.0,-269.0,7148.0,-6.916,-5.796,-3.861,626.661,2297.094,-145.852,-89.99,0.55,-1.11,1500,62.32,0,3199.138,-74730.23,10.425,0,-2.488,19.513,1.697,2.011,0.699,4.286,1412.235,11034.65,801.718,-249.633,95.958,330.995
70.0,-272.0,7143.0,-6.542,-8.374,-5.082,626.663,2297.099,-145.859,-89.99,0.56,-1.15,1500,63.301,0,3199.73,-76358.77,10.653,0,-2.565,20.301,1.849,1.937,0.65,4.454,1456.22,11480.61,873.68,-240.517,89.216,343.956
73.0,-268.0,7162.0,-12.53,-4.963,-4.721,626.665,2297.106,-145.867,-89.99,0.58,-1.19,1500,64.278,0,3199.272,-75799.72,10.575,0,-2.429,20.245,1.805,2.066,0.727,4.186,1378.74,11448.92,852.979,-256.44,99.82,323.225
75.0,-283.0,7209.0,-5.116,-9.624,-4.253,626.667,2297.114,-145.877,-89.99,0.6,-1.23,1500,65.249,0,3200.417,-75614.38,10.549,0,-2.547,19.582,1.896,1.988,0.736,4.23,1445.562,11073.58,895.79,-246.732,101.064,326.613
68.0,-286.0,7211.0,-8.617,-5.366,-4.673,626.668,2297.116,-145.883,-89.99,0.62,-1.27,1500,66.215,0,3199.31,-76513.72,10.674,0,-2.538,20.647,1.866,2.15,0.566,4.297,1440.656,11676.11,881.848,-266.859,77.696,331.805
68.0,-285.0,7219.0,-10.328,-7.455,-4.269,626.669,2297.124,-145.891,-89.99,0.64,-1.31,1500,67.175,0,3200.168,-74818.34,10.438,0,-2.309,19.843,1.857,2.023,0.551,4.179,1310.902,11221.39,877.623,-251.113,75.602,322.71
67.0,-298.0,7270.0,-6.156,-6.412,-4.9,626.669,2297.131,-145.898,-89.99,0.66,-1.35,1500,68.129,0,3200.264,-76209.89,10.632,0,-2.467,20.336,1.755,1.908,0.613,4.521,1400.055,11500.16,829.179,-236.906,84.111,349.074
62.0,-300.0,7253.0,-8.155,-6.055,-4.91,626.672,2297.135,-145.904,-89.99,0.68,-1.39,1500,69.075,0,3199.444,-75395.63,10.518,0,-2.277,20.488,2.103,2.105,0.544,4.415,1292.463,11586.28,993.663,-261.354,74.685,340.9
64.0,-305.0,7284.0,-10.217,-2.49,-4.396,626.671,2297.146,-145.912,-89.99,0.7,-1.43,1500,70.015,0,3199.806,-76112.66,10.618,0,-2.436,19.835,1.939,1.954,0.596,4.189,1382.969,11216.67,916.35,-242.588,81.82,323.446
62.0,-312.0,7314.0,-6.597,-5.775,-4.771,626.671,2297.156,-145.915,-89.99,0.72,-1.47,1500,70.947,0,3199.024,-76920.85,10.731,0,-2.518,20.783,1.966,1.829,0.517,4.287,1429.491,11753.14,928.884,-227.02,71.02,331.068
59.0,-304.0,7296.0,-11.306,-7.892,-4.758,626.671,2297.162,-145.921,-89.99,0.75,-1.52,1500,71.873,0,3200.15,-74292.72,10.364,0,-2.417,20.586,1.794,2.068,0.438,4.246,1371.804,11641.56,847.768,-256.677,60.154,327.902
72.0,-311.0,7323.0,-8.435,-4.227,-4.031,626.673,2297.168,-145.927,-89.99,0.77,-1.56,1500,72.785,0,3200.493,-75617.42,10.549,0,-2.348,20.321,1.978,2.028,0.555,4.325,1332.894,11491.9,934.657,-251.705,76.125,333.977
69.0,-317.0,7345.0,-7.548,-10.231,-4.285,626.678,2297.174,-145.93,-89.99,0.79,-1.6,1500,73.526,0,3200.607,-72837.37,10.161,0,-2.453,21.071,2.256,1.993,0.584,4.375,1392.442,11915.95,1065.906,-247.443,80.118,337.807
67.0,-310.0,7359.0,-15.819,-9.44,-3.659,626.678,2297.18,-145.937,-89.99,0.81,-1.65,1500,74.034,0,3200.55,-72071.71,10.055,0,-2.365,20.635,2.067,2.136,0.562,4.092,1342.706,11669.03,976.905,-265.202,77.173,315.971
74.0,-323.0,7376.0,-7.827,-5.41,-4.181,626.681,2297.189,-145.941,-89.99,0.83,-1.69,1500,74.311,0,3200.817,-73894.7,10.309,0,-2.381,20.338,1.94,2.074,0.645,4.384,1351.334,11501.34,916.491,-257.506,88.562,338.506
63.0,-330.0,7378.0,-10.792,-6.215,-4.176,626.681,2297.198,-145.943,-89.99,0.86,-1.74,1500,74.358,0,3200.226,-70725.74,9.867,0,-2.223,20.49,2.018,2.0,0.478,4.249,1261.843,11587.12,953.669,-248.331,65.652,328.086
61.0,-326.0,7361.0,-11.942,-6.451,-4.374,626.683,2297.21,-145.945,-89.99,0.88,-1.79,1500,74.176,0,3199.768,-74028.38,10.328,0,-2.035,20.807,2.275,2.04,0.505,4.4,1155.265,11766.28,1074.779,-253.303,69.252,339.758
64.0,-336.0,7428.0,-9.991,-6.217,-4.07,626.682,2297.226,-145.948,-89.99,0.9,-1.83,1500,73.768,0,3199.978,-72381.62,10.098,0,-2.176,19.845,2.461,1.988,0.55,4.449,1235.114,11222.74,1162.653,-246.851,75.471,343.514
63.0,-337.0,7414.0,-9.644,-7.647,-5.122,626.677,2297.241,-145.948,-89.99,0.93,-1.88,1500,73.134,0,3199.005,-73159.43,10.206,0,-2.028,20.472,2.459,1.84,0.203,4.171,1151.205,11576.84,1161.809,-228.381,27.884,322.047
74.0,-332.0,7417.0,-11.343,-4.189,-5.032,626.675,2297.255,-145.948,-89.99,0.95,-1.93,1500,72.275,0,3198.242,-77434.33,10.803,0,-1.757,20.423,2.664,1.821,0.232,4.292,997.598,11549.2,1258.556,-226.073,31.812,331.436
72.0,-329.0,7421.0,-7.516,-10.576,-4.864,626.674,2297.271,-145.946,-89.99,0.97,-1.97,1500,71.194,0,3198.28,-75638.69,10.552,0,-1.911,20.622,2.727,1.891,0.131,4.143,1084.721,11662.12,1288.411,-234.774,18.0,319.911
71.0,-324.0,7429.0,-9.991,-5.918,-4.828,626.671,2297.286,-145.948,-89.99,1.0,-2.02,1500,69.892,0,3198.833,-78221.25,10.912,0,-1.82,19.748,2.935,1.986,0.103,4.392,1033.293,11167.46,1386.988,-246.495,14.138,339.132
80.0,-327.0,7427.0,-6.515,-3.529,-4.744,626.672,2297.302,-145.947,-89.99,1.02,-2.07,1500,68.37,0,3199.844,-75398.66,10.519,0,-1.586,20.186,3.054,1.782,0.115,4.155,899.987,11415.38,1443.177,-221.159,15.84,320.868
73.0,-329.0,7484.0,-11.817,-10.085,-4.058,626.669,2297.313,-145.946,-89.99,1.04,-2.11,1500,66.629,0,3201.961,-71421.52,9.964,0,-1.568,20.03,3.443,1.942,-0.099,3.939,890.175,11327.07,1626.954,-241.109,-13.615,304.188
72.0,-319.0,7447.0,-11.503,-7.996,-4.567,626.667,2297.327,-145.944,-89.99,1.07,-2.16,1500,64.671,0,3202.591,-71193.64,9.932,0,-1.455,19.481,3.636,1.96,-0.189,3.921,825.89,11016.62,1718.068,-243.358,-25.986,302.789
78.0,-317.0,7422.0,-5.279,-1.484,-3.7,626.665,2297.342,-145.941,-89.99,1.09,-2.2,1500,62.505,0,3202.038,-67073.7,9.357,0,-1.508,19.813,3.459,1.62,-0.188,3.714,856.172,11204.37,1634.418,-201.151,-25.855,286.771
70.0,-317.0,7414.0,-6.975,-7.625,-3.932,626.668,2297.357,-145.938,-89.99,1.11,-2.25,1500,60.288,0,3201.694,-68134.06,9.505,0,-1.219,20.216,3.818,1.635,-0.155,3.884,691.738,11432.4,1804.113,-202.927,-21.339,299.917
67.0,-318.0,7448.0,-13.68,-6.708,-4.134,626.667,2297.374,-145.937,-89.99,1.13,-2.29,1500,58.084,0,3199.997,-68155.34,9.508,0,-0.998,18.984,3.925,1.724,-0.224,3.708,566.214,10735.66,1854.528,-213.996,-30.764,286.366
77.0,-323.0,7466.0,-8.498,-4.73,-4.418,626.665,2297.388,-145.932,-89.99,1.15,-2.33,1500,55.893,0,3199.577,-69191.4,9.653,0,-0.97,19.47,4.145,1.481,-0.44,3.495,550.481,11010.55,1958.457,-183.865,-60.35,269.87
70.0,-316.0,7422.0,-6.451,-7.628,-4.558,626.665,2297.397,-145.927,-89.99,1.17,-2.37,1500,53.715,0,3198.146,-72293.51,10.086,0,-1.022,19.726,4.465,1.722,-0.433,3.58,579.916,11154.99,2109.985,-213.76,-59.369,276.424
73.0,-304.0,7379.0,-7.6,-5.048,-4.774,626.666,2297.409,-145.926,-89.99,1.19,-2.41,1500,51.551,0,3198.376,-71303.02,9.947,0,-0.742,18.889,4.433,1.62,-0.345,3.357,421.065,10681.9,2094.494,-201.151,-47.39,259.191
78.0,-308.0,7413.0,-8.511,-5.559,-4.378,626.668,2297.414,-145.923,-89.98,1.21,-2.45,1500,49.399,0,3199.1,-72901.17,10.17,0,-0.791,19.79,4.265,1.572,-0.305,3.293,449.148,11191.56,2015.351,-195.172,-41.826,254.294
73.0,-313.0,7438.0,-13.561,-9.323,-4.485,626.67,2297.422,-145.923,-89.99,1.23,-2.48,1500,47.261,0,3199.329,-71737.5,10.008,0,-0.619,18.653,4.589,1.468,-0.396,3.545,351.367,10548.24,2168.568,-182.267,-54.394,273.773
76.0,-315.0,7408.0,-8.643,-3.081,-4.463,626.668,2297.434,-145.917,-89.99,1.24,-2.52,1500,45.136,0,3200.417,-71239.22,9.938,0,-0.807,19.301,4.621,1.35,-0.653,3.329,458.114,10915.16,2183.355,-167.645,-89.609,257.092
73.0,-307.0,7380.0,-4.808,-5.618,-3.969,626.669,2297.439,-145.915,-89.99,1.26,-2.55,1500,43.025,0,3200.15,-70889.81,9.89,0,-0.875,18.911,4.527,1.583,-0.547,3.099,496.685,10694.54,2139.136,-196.474,-75.078,239.271
65.0,-300.0,7360.0,-8.12,-8.481,-4.393,626.672,2297.446,-145.91,-89.99,1.28,-2.58,1500,40.931,0,3200.722,-68182.68,9.512,0,-0.565,19.29,4.664,1.308,-0.546,3.211,320.916,10908.41,2203.775,-162.436,-75.012,247.961
73.0,-306.0,7375.0,-9.297,-2.06,-4.333,626.675,2297.454,-145.909,-89.99,1.29,-2.61,1500,38.86,0,3200.664,-69923.63,9.755,0,-0.594,18.562,4.679,1.283,-0.5,3.259,337.157,10497.01,2210.816,-159.239,-68.663,251.643
70.0,-313.0,7388.0,-9.288,-7.041,-3.967,626.677,2297.458,-145.903,-89.99,1.31,-2.64,1500,36.814,0,3200.417,-68094.57,9.5,0,-0.477,19.189,4.682,1.291,-0.579,3.019,270.673,10851.28,2212.224,-160.246,-79.464,233.121
68.0,-307.0,7353.0,-9.495,-7.413,-4.23,626.678,2297.466,-145.9,-89.99,1.32,-2.67,1500,34.797,0,3199.692,-68316.37,9.531,0,-0.283,18.409,4.916,1.215,-0.612,2.96,160.374,10410.38,2323.054,-150.774,-84.045,228.592
72.0,-302.0,7305.0,-5.224,-1.642,-4.51,626.679,2297.468,-145.892,-89.99,1.33,-2.69,1500,32.813,0,3199.749,-70373.3,9.818,0,-0.543,19.425,4.753,1.451,-0.732,3.239,308.398,10984.76,2245.741,-180.136,-100.475,250.133
72.0,-302.0,7317.0,-7.485,-7.751,-4.276,626.681,2297.476,-145.89,-89.99,1.35,-2.72,1500,30.866,0,3200.15,-67897.08,9.472,0,-0.439,18.759,4.76,1.192,-0.557,3.281,249.019,10608.58,2249.121,-147.933,-76.518,253.337
76.0,-302.0,7312.0,-9.724,-7.302,-4.624,626.682,2297.481,-145.887,-89.99,1.36,-2.74,1500,28.96,0,3199.158,-70585.98,9.847,0,-0.421,18.743,4.853,1.258,-0.638,3.003,239.038,10599.48,2293.34,-156.161,-87.58,231.906
79.0,-304.0,7322.0,-10.043,-3.874,-4.319,626.686,2297.481,-145.881,-89.99,1.37,-2.76,1500,27.098,0,3200.302,-69303.81,9.668,0,-0.284,18.865,4.834,1.334,-0.651,2.721,161.389,10668.41,2284.045,-165.573,-89.413,210.107
75.0,-302.0,7274.0,-6.177,-8.263,-4.215,626.682,2297.493,-145.877,-89.99,1.38,-2.79,1500,25.285,0,3199.062,-68343.71,9.534,0,-0.49,18.624,4.782,1.016,-0.768,2.651,277.947,10531.89,2259.682,-126.089,-105.384,204.731
72.0,-299.0,7236.0,-7.863,-4.354,-4.407,626.687,2297.494,-145.873,-89.99,1.39,-2.81,1500,23.524,0,3200.531,-70397.6,9.821,0,-0.386,18.555,4.85,1.275,-0.526,2.823,219.245,10492.79,2291.65,-158.233,-72.198,217.987
71.0,-303.0,7249.0,-7.208,-4.539,-4.293,626.689,2297.49,-145.867,-89.99,1.4,-2.82,1500,21.818,0,3199.883,-67693.51,9.444,0,-0.225,18.916,4.883,1.446,-0.828,2.955,127.724,10697.06,2307.281,-179.485,-113.632,228.187
70.0,-306.0,7269.0,-9.134,-6.599,-4.357,626.689,2297.49,-145.864,-89.99,1.41,-2.84,1500,20.173,0,3199.749,-69838.55,9.743,0,-0.107,18.464,4.702,1.181,-0.685,2.936,60.901,10441.73,2221.8,-146.571,-94.06,226.751
73.0,-296.0,7212.0,-7.524,-3.515,-4.453,626.686,2297.5,-145.862,-89.99,1.41,-2.86,1500,18.591,0,3199.692,-68386.24,9.54,0,-0.254,17.853,4.967,0.873,-0.831,2.679,143.964,10095.88,2346.853,-108.33,-114.024,206.867
70.0,-294.0,7195.0,-5.559,-3.623,-4.201,626.684,2297.51,-145.855,-89.99,1.42,-2.87,1500,17.075,0,3200.302,-67845.42,9.465,0,-0.511,18.793,4.749,1.088,-0.725,2.553,290.297,10627.63,2243.769,-135.028,-99.493,197.109
66.0,-295.0,7189.0,-6.176,-9.364,-4.322,626.691,2297.506,-145.85,-89.99,1.43,-2.89,1500,15.626,0,3199.94,-69212.66,9.656,0,-0.366,18.859,4.871,1.309,-0.524,2.521,207.911,10665.21,2301.789,-162.554,-71.871,194.679
71.0,-291.0,7175.0,-7.09,-3.496,-4.149,626.694,2297.502,-145.849,-89.99,1.44,-2.9,1500,14.243,0,3200.226,-66712.13,9.307,0,-0.056,18.253,4.99,1.191,-0.673,2.577,31.804,10322.4,2357.979,-147.814,-92.358,199.024
69.0,-292.0,7168.0,-5.55,-4.802,-4.157,626.689,2297.504,-145.847,-89.99,1.44,-2.91,1500,12.927,0,3200.15,-67547.67,9.423,0,-0.303,18.077,4.662,1.084,-0.835,2.81,171.708,10222.62,2202.789,-134.554,-114.679,216.956
67.0,-291.0,7158.0,-6.994,-8.389,-4.347,626.692,2297.512,-145.844,-89.99,1.45,-2.92,1500,11.677,0,3200.226,-66870.13,9.329,0,-0.282,17.846,5.043,0.932,-0.548,2.963,160.035,10092.17,2382.764,-115.73,-75.209,228.776
69.0,-291.0,7126.0,-5.762,-3.117,-4.414,626.698,2297.508,-145.839,-89.99,1.45,-2.93,1500,10.493,0,3200.092,-67262.07,9.384,0,-0.035,18.457,4.983,1.143,-0.592,3.102,19.624,10437.85,2354.599,-141.954,-81.231,239.565
59.0,-291.0,7119.0,-5.926,-2.784,-4.45,626.699,2297.498,-145.835,-89.99,1.46,-2.94,1500,9.376,0,3199.52,-68319.4,9.531,0,0.018,18.566,4.551,1.42,-0.728,3.072,-10.489,10499.03,2150.543,-176.229,-99.886,237.245
56.0,-284.0,7099.0,-6.997,-5.567,-4.568,626.694,2297.499,-145.833,-89.99,1.46,-2.95,1500,8.326,0,3199.654,-67167.88,9.37,0,-0.204,18.364,4.654,1.36,-0.817,2.996,115.713,10384.76,2199.127,-168.829,-112.191,231.317
64.0,-286.0,7111.0,-5.594,-3.954,-4.326,626.695,2297.503,-145.831,-89.99,1.46,-2.96,1500,7.342,0,3200.188,-68234.33,9.519,0,-0.573,18.476,4.799,1.244,-0.618,2.862,325.146,10448.13,2267.569,-154.385,-84.765,220.97
63.0,-289.0,7110.0,-6.93,-6.179,-4.546,626.698,2297.507,-145.829,-89.99,1.47,-2.96,1500,6.424,0,3199.692,-66891.4,9.332,0,-0.308,18.243,4.726,1.15,-0.495,2.765,174.584,10316.33,2233.066,-142.783,-68.009,213.532
67.0,-287.0,7080.0,-6.612,-5.603,-4.26,626.704,2297.505,-145.828,-89.99,1.47,-2.97,1500,5.573,0,3200.436,-67304.61,9.39,0,-0.27,18.156,4.706,1.22,-0.349,2.679,153.099,10267.46,2223.631,-151.485,-47.914,206.904
70.0,-288.0,7085.0,-3.78,-6.967,-3.948,626.706,2297.502,-145.829,-89.99,1.47,-2.97,1500,4.789,0,3199.863,-66554.15,9.285,0,-0.156,17.762,4.45,1.214,-0.328,2.581,88.815,10044.65,2102.521,-150.656,-44.968,199.318
63.0,-288.0,7082.0,-5.805,-6.255,-4.186,626.706,2297.503,-145.828,-89.99,1.48,-2.98,1500,4.071,0,3200.264,-65666.96,9.161,0,-0.038,17.914,4.321,1.028,-0.381,2.606,21.823,10130.43,2041.826,-127.628,-52.365,201.233
66.0,-286.0,7072.0,-6.015,-2.041,-4.391,626.703,2297.508,-145.827,-89.99,1.48,-2.98,1500,3.419,0,3199.825,-67602.36,9.431,0,-0.236,17.327,5.05,0.842,-0.523,2.647,133.983,9798.409,2386.284,-104.482,-71.805,204.4
63.0,-286.0,7074.0,-4.706,-4.644,-4.369,626.698,2297.512,-145.824,-89.99,1.48,-2.99,1500,2.834,0,3199.234,-67298.53,9.389,0,-0.194,17.747,4.76,0.848,-0.68,2.68,110.13,10036.22,2249.402,-105.252,-93.406,206.977
57.0,-279.0,7052.0,-7.872,-5.327,-4.401,626.697,2297.51,-145.82,-89.99,1.48,-2.99,1500,2.315,0,3199.31,-66329.31,9.253,0,-0.177,17.619,4.69,0.926,-0.658,2.697,100.487,9963.578,2215.886,-114.96,-90.264,208.229
63.0,-278.0,7029.0,-4.108,-2.095,-4.555,626.7,2297.508,-145.816,-89.99,1.48,-2.99,1500,1.863,0,3200.168,-68337.63,9.534,0,-0.102,18.234,4.711,0.963,-0.524,2.713,57.856,10311.44,2226.025,-119.518,-71.936,209.518
65.0,-280.0,7030.0,-3.492,-4.927,-4.209,626.703,2297.506,-145.815,-89.99,1.48,-3.0,1500,1.474,0,3200.741,-64655.2,9.02,0,-0.253,18.227,4.489,1.058,-0.422,2.696,143.795,10307.57,2121.251,-131.298,-57.928,208.193
64.0,-278.0,7024.0,-7.376,-6.667,-4.232,626.707,2297.508,-145.814,-89.99,1.48,-3.0,1500,1.143,0,3200.035,-67070.66,9.357,0,-0.436,18.469,4.62,1.131,-0.309,2.721,247.496,10444.42,2183.073,-140.356,-42.35,210.144
69.0,-284.0,7040.0,-5.717,-4.356,-4.21,626.713,2297.507,-145.813,-89.99,1.49,-3.0,1500,0.865,0,3200.798,-65673.04,9.162,0,-0.543,18.425,4.695,1.173,-0.236,2.762,308.398,10419.48,2218.421,-145.565,-32.335,213.274
68.0,-289.0,7030.0,-4.281,-6.458,-4.246,626.719,2297.504,-145.812,-89.99,1.49,-3.0,1500,0.637,0,3199.386,-64855.73,9.048,0,-0.538,18.699,4.665,1.237,-0.134,2.791,305.353,10574.54,2204.197,-153.616,-18.328,215.557
65.0,-285.0,7013.0,-7.14,-4.3,-4.211,626.724,2297.5,-145.812,-89.99,1.49,-3.0,1500,0.453,0,3199.997,-68039.88,9.492,0,-0.382,18.792,4.589,1.243,-0.102,2.832,216.707,10626.78,2168.568,-154.267,-13.942,218.687
65.0,-291.0,7022.0,-4.884,-3.604,-4.407,626.729,2297.495,-145.812,-89.99,1.49,-3.0,1500,0.308,0,3199.463,-65250.71,9.103,0,-0.446,18.825,4.511,1.261,-0.023,2.88,253.079,10645.83,2131.672,-156.516,-3.207,222.369
61.0,-295.0,7035.0,-6.79,-5.294,-4.301,626.733,2297.494,-145.812,-89.99,1.49,-3.0,1500,0.198,0,3199.234,-68127.99,9.504,0,-0.272,18.827,4.548,1.267,-0.003,2.914,154.453,10646.84,2148.994,-157.227,-0.393,224.984
64.0,-293.0,7015.0,-6.168,-3.451,-4.605,626.738,2297.49,-145.812,-89.99,1.49,-3.0,1500,0.118,0,3199.749,-66733.41,9.31,0,-0.366,18.889,4.581,1.25,0.067,2.936,207.572,10681.9,2164.766,-155.155,9.229,226.714
65.0,-295.0,7023.0,-4.653,-3.963,-4.232,626.739,2297.49,-145.812,-89.99,1.49,-3.0,1500,0.063,0,3199.787,-65873.56,9.19,0,-0.319,18.903,4.481,1.274,0.098,2.927,180.843,10689.82,2117.167,-158.115,13.418,226.051
63.0,-292.0,7019.0,-6.242,-8.014,-4.362,626.74,2297.488,-145.812,-89.99,1.49,-3.0,1500,0.029,0,3200.588,-67225.61,9.379,0,-0.374,18.972,4.411,1.288,0.13,2.938,212.14,10728.92,2084.355,-159.95,17.804,226.861
68.0,-292.0,7018.0,-5.667,-4.396,-4.225,626.742,2297.486,-145.812,-89.99,1.49,-3.0,1500,0.01,0,3200.054,-64293.64,8.969,0,-0.47,18.911,4.447,1.296,0.155,2.945,266.782,10694.37,2101.395,-160.897,21.273,227.414
66.0,-296.0,7017.0,-4.719,-4.908,-4.306,626.744,2297.484,-145.812,-89.99,1.49,-3.0,1500,0.002,0,3200.588,-66022.44,9.211,0,-0.332,18.981,4.39,1.31,0.159,2.935,188.287,10733.97,2074.356,-162.673,21.797,226.677
60.0,-290.0,7018.0,-8.266,-6.814,-4.251,626.745,2297.483,-145.812,-89.99,1.49,-3.0,1500,0.0,0,3199.158,-65894.83,9.193,0,-0.419,18.964,4.326,1.301,0.183,2.938,237.685,10724.2,2044.22,-161.489,25.135,226.861
64.0,-292.0,7009.0,-4.379,-3.305,-4.537,626.745,2297.485,-145.812,-89.99,1.49,-3.0,1500,0.0,0,3199.577,-68167.48,9.51,0,-0.356,18.903,4.29,1.276,0.199,2.907,201.99,10689.65,2026.898,-158.351,27.295,224.468
62.0,-297.0,7025.0,-3.948,-2.6,-4.65,626.746,2297.483,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3198.566,-68687.04,9.582,0,-0.435,18.975,4.338,1.294,0.191,2.906,246.989,10730.6,2049.571,-160.601,26.182,224.431
60.0,-290.0,7016.0,-7.198,-6.149,-4.624,626.746,2297.485,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3199.177,-68550.31,9.563,0,-0.325,18.993,4.267,1.282,0.227,2.904,184.227,10740.88,2016.196,-159.18,31.092,224.247
64.0,-291.0,7020.0,-5.039,-4.14,-4.486,626.746,2297.484,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3200.569,-68143.18,9.507,0,-0.418,18.907,4.254,1.29,0.233,2.898,237.177,10692.34,2010.14,-160.187,32.008,223.768
62.0,-292.0,7010.0,-3.038,-4.07,-4.442,626.746,2297.485,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3200.817,-65451.24,9.131,0,-0.345,18.975,4.229,1.299,0.223,2.887,195.561,10730.27,1998.17,-161.252,30.568,222.921
61.0,-286.0,7004.0,-6.388,-5.532,-4.141,626.746,2297.484,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3202.209,-64111.34,8.944,0,-0.384,19.001,4.201,1.281,0.24,2.872,217.892,10745.1,1985.214,-159.003,32.99,221.743
62.0,-290.0,7017.0,-4.954,-4.368,-4.073,626.746,2297.484,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3201.218,-62513.2,8.721,0,-0.362,18.994,4.206,1.273,0.246,2.873,205.204,10741.05,1987.326,-158.055,33.775,221.854
57.0,-291.0,7018.0,-5.214,-3.866,-4.044,626.746,2297.485,-145.811,-89.99,1.49,-3.0,1500,0.0,0,3201.485,-61164.19,8.533,0,-0.34,18.989,4.168,1.281,0.243,2.863,192.854,10738.36,1969.582,-159.003,33.317,221.117
60.0,-286.0,6999.0,-4.952,-3.369,-4.103,626.747,2297.484,-145.811,-89.99,1.49,-3.0,1500,0.188,0,3200.378,-62996.29,8.788,0,-0.361,19.009,4.16,1.279,0.257,2.859,204.696,10749.99,1965.639,-158.766,35.281,220.749
60.0,-289.0,7012.0,-3.839,-3.34,-4.197,626.747,2297.486,-145.811,-89.99,1.49,-3.0,1500,1.504,0,3199.634,-62643.84,8.739,0,-0.289,19.026,4.151,1.271,0.258,2.847,163.926,10759.42,1961.274,-157.759,35.477,219.865
55.0,-285.0,7008.0,-7.077,-5.117,-4.28,626.747,2297.484,-145.811,-89.99,1.49,-3.0,1500,5.077,0,3198.242,-64062.73,8.937,0,-0.353,19.015,4.163,1.281,0.276,2.844,200.467,10753.02,1967.047,-159.003,37.899,219.644
61.0,-286.0,7005.0,-3.711,-4.394,-4.463,626.747,2297.486,-145.811,-89.99,1.49,-3.0,1500,12.034,0,3198.853,-66982.55,9.345,0,-0.275,19.037,4.102,1.267,0.287,2.835,155.975,10765.66,1938.178,-157.345,39.404,218.945
60.0,-287.0,7007.0,-3.094,-3.572,-4.427,626.747,2297.485,-145.81,-89.99,1.49,-3.0,1500,23.503,0,3199.272,-64570.13,9.008,0,-0.303,18.958,4.138,1.265,0.287,2.831,172.216,10720.83,1955.359,-157.049,39.404,218.576
55.0,-280.0,6994.0,-7.477,-4.744,-4.099,626.747,2297.486,-145.81,-89.99,1.49,-3.0,1500,40.594,0,3199.082,-67034.2,9.352,0,-0.235,18.983,4.14,1.27,0.287,2.805,133.476,10735.15,1956.204,-157.7,39.339,216.588
58.0,-283.0,7005.0,-4.757,-4.027,-4.518,626.747,2297.486,-145.81,-89.99,1.49,-3.0,1500,63.701,0,3200.016,-67019.01,9.35,0,-0.032,18.737,4.273,1.274,0.299,2.801,17.932,10596.11,2018.871,-158.174,41.041,216.257
56.0,-286.0,7009.0,-4.214,-2.989,-4.257,626.746,2297.487,-145.81,-89.99,1.49,-3.0,1500,92.753,0,3198.719,-65730.77,9.17,0,0.088,18.454,4.564,1.276,0.28,2.779,-50.074,10435.83,2156.598,-158.411,38.423,214.563
